datestart datestop duration tstart tstop label mag_start mag_stop
2006:023:14:30:00.000 2006:023:15:30:00.000 3600.000 254413865.184 254417465.184 "no action" 0.0 40.0
2006:023:15:30:00.000 2006:024:07:30:00.000 57600.000 254417465.184 254475065.184 "instrument notify" -2.0 0.0
2006:024:07:30:00.000 2006:024:18:30:00.000 39600.000 254475065.184 254514665.184 "no action" 0.0 40.0
2006:024:18:30:00.000 2006:025:05:30:00.000 39600.000 254514665.184 254554265.184 "instrument notify" -2.0 0.0
2006:025:05:30:00.000 2006:025:21:30:00.000 57600.000 254554265.184 254611865.184 "no action" 0.0 40.0
2006:025:21:30:00.000 2006:026:04:30:00.000 25200.000 254611865.184 254637065.184 "instrument notify" -2.0 0.0
2006:026:04:30:00.000 2006:026:23:30:00.000 68400.000 254637065.184 254705465.184 "no action" 0.0 40.0
2006:026:23:30:00.000 2006:027:01:30:00.000 7200.000 254705465.184 254712665.184 "instrument notify" -2.0 0.0
2006:027:01:30:00.000 2007:264:05:30:00.000 52027200.000 254712665.184 306739865.184 "no action" 0.0 40.0
2007:264:05:30:00.000 2007:264:06:30:00.000 3600.000 306739865.184 306743465.184 "instrument notify" -2.0 0.0
2007:264:06:30:00.000 2007:265:05:30:00.000 82800.000 306743465.184 306826265.184 "no action" 0.0 40.0
2007:265:05:30:00.000 2007:265:08:30:00.000 10800.000 306826265.184 306837065.184 "instrument notify" -2.0 0.0
2007:265:08:30:00.000 2007:266:05:30:00.000 75600.000 306837065.184 306912665.184 "no action" 0.0 40.0
2007:266:05:30:00.000 2007:266:11:30:00.000 21600.000 306912665.184 306934265.184 "instrument notify" -2.0 0.0
2007:266:11:30:00.000 2007:266:12:30:00.000 3600.000 306934265.184 306937865.184 "no action" 0.0 40.0
2007:266:12:30:00.000 2007:266:13:30:00.000 3600.000 306937865.184 306941465.184 "instrument notify" -2.0 0.0
2007:266:13:30:00.000 2007:267:04:30:00.000 54000.000 306941465.184 306995465.184 "no action" 0.0 40.0
2007:267:04:30:00.000 2007:267:14:30:00.000 36000.000 306995465.184 307031465.184 "instrument notify" -2.0 0.0
2007:267:14:30:00.000 2007:268:04:30:00.000 50400.000 307031465.184 307081865.184 "no action" 0.0 40.0
2007:268:04:30:00.000 2007:268:16:30:00.000 43200.000 307081865.184 307125065.184 "instrument notify" -2.0 0.0
2007:268:16:30:00.000 2007:269:03:30:00.000 39600.000 307125065.184 307164665.184 "no action" 0.0 40.0
2007:269:03:30:00.000 2007:269:18:30:00.000 54000.000 307164665.184 307218665.184 "instrument notify" -2.0 0.0
2007:269:18:30:00.000 2007:269:20:30:00.000 7200.000 307218665.184 307225865.184 "no action" 0.0 40.0
2007:269:20:30:00.000 2007:269:21:30:00.000 3600.000 307225865.184 307229465.184 "instrument notify" -2.0 0.0
2007:269:21:30:00.000 2007:269:22:30:00.000 3600.000 307229465.184 307233065.184 "no action" 0.0 40.0
2007:269:22:30:00.000 2007:270:00:30:00.000 7200.000 307233065.184 307240265.184 "instrument notify" -2.0 0.0
2007:270:00:30:00.000 2007:270:03:30:00.000 10800.000 307240265.184 307251065.184 "no action" 0.0 40.0
2007:270:03:30:00.000 2007:270:19:30:00.000 57600.000 307251065.184 307308665.184 "instrument notify" -2.0 0.0
2007:270:19:30:00.000 2007:270:20:30:00.000 3600.000 307308665.184 307312265.184 "no action" 0.0 40.0
2007:270:20:30:00.000 2007:270:22:30:00.000 7200.000 307312265.184 307319465.184 "instrument notify" -2.0 0.0
2007:270:22:30:00.000 2007:270:23:30:00.000 3600.000 307319465.184 307323065.184 "no action" 0.0 40.0
2007:270:23:30:00.000 2008:052:14:30:00.000 12668400.000 307323065.184 319991465.184 "instrument notify" -2.0 0.0
2008:052:14:30:00.000 2008:052:16:30:00.000 7200.000 319991465.184 319998665.184 "no action" 0.0 40.0
2008:052:16:30:00.000 2008:052:17:30:00.000 3600.000 319998665.184 320002265.184 "instrument notify" -2.0 0.0
2008:052:17:30:00.000 2008:052:19:30:00.000 7200.000 320002265.184 320009465.184 "no action" 0.0 40.0
2008:052:19:30:00.000 2008:052:20:30:00.000 3600.000 320009465.184 320013065.184 "instrument notify" -2.0 0.0
2008:052:20:30:00.000 2008:052:23:30:00.000 10800.000 320013065.184 320023865.184 "no action" 0.0 40.0
2008:052:23:30:00.000 2008:053:13:30:00.000 50400.000 320023865.184 320074265.184 "instrument notify" -2.0 0.0
2008:053:13:30:00.000 2008:054:02:30:00.000 46800.000 320074265.184 320121065.184 "no action" 0.0 40.0
2008:054:02:30:00.000 2008:054:12:30:00.000 36000.000 320121065.184 320157065.184 "instrument notify" -2.0 0.0
2008:054:12:30:00.000 2008:055:05:30:00.000 61200.000 320157065.184 320218265.184 "no action" 0.0 40.0
2008:055:05:30:00.000 2008:055:10:30:00.000 18000.000 320218265.184 320236265.184 "instrument notify" -2.0 0.0
2008:055:10:30:00.000 2008:056:07:30:00.000 75600.000 320236265.184 320311865.184 "no action" 0.0 40.0
2008:056:07:30:00.000 2008:056:08:30:00.000 3600.000 320311865.184 320315465.184 "instrument notify" -2.0 0.0
2008:056:08:30:00.000 2009:328:10:30:00.000 55130401.000 320315465.184 375445866.184 "no action" 0.0 40.0
2009:328:10:30:00.000 2009:328:13:30:00.000 10800.000 375445866.184 375456666.184 "instrument notify" -2.0 0.0
2009:328:13:30:00.000 2009:329:10:30:00.000 75600.000 375456666.184 375532266.184 "no action" 0.0 40.0
2009:329:10:30:00.000 2009:329:18:30:00.000 28800.000 375532266.184 375561066.184 "instrument notify" -2.0 0.0
2009:329:18:30:00.000 2009:330:09:30:00.000 54000.000 375561066.184 375615066.184 "no action" 0.0 40.0
2009:330:09:30:00.000 2009:330:20:30:00.000 39600.000 375615066.184 375654666.184 "instrument notify" -2.0 0.0
2009:330:20:30:00.000 2009:331:09:30:00.000 46800.000 375654666.184 375701466.184 "no action" 0.0 40.0
2009:331:09:30:00.000 2009:331:23:30:00.000 50400.000 375701466.184 375751866.184 "instrument notify" -2.0 0.0
2009:331:23:30:00.000 2009:332:03:30:00.000 14400.000 375751866.184 375766266.184 "no action" 0.0 40.0
2009:332:03:30:00.000 2009:332:05:30:00.000 7200.000 375766266.184 375773466.184 "instrument notify" -2.0 0.0
2009:332:05:30:00.000 2009:332:08:30:00.000 10800.000 375773466.184 375784266.184 "no action" 0.0 40.0
2009:332:08:30:00.000 2009:333:00:30:00.000 57600.000 375784266.184 375841866.184 "instrument notify" -2.0 0.0
2009:333:00:30:00.000 2009:333:01:30:00.000 3600.000 375841866.184 375845466.184 "no action" 0.0 40.0
2009:333:01:30:00.000 2009:333:03:30:00.000 7200.000 375845466.184 375852666.184 "instrument notify" -2.0 0.0
2009:333:03:30:00.000 2009:333:04:30:00.000 3600.000 375852666.184 375856266.184 "no action" 0.0 40.0
2009:333:04:30:00.000 2010:083:02:30:00.000 9928800.000 375856266.184 385785066.184 "instrument notify" -2.0 0.0
2010:083:02:30:00.000 2010:083:03:30:00.000 3600.000 385785066.184 385788666.184 "no action" 0.0 40.0
2010:083:03:30:00.000 2010:083:06:30:00.000 10800.000 385788666.184 385799466.184 "instrument notify" -2.0 0.0
2010:083:06:30:00.000 2010:083:07:30:00.000 3600.000 385799466.184 385803066.184 "no action" 0.0 40.0
2010:083:07:30:00.000 2010:083:23:30:00.000 57600.000 385803066.184 385860666.184 "instrument notify" -2.0 0.0
2010:083:23:30:00.000 2010:084:09:30:00.000 36000.000 385860666.184 385896666.184 "no action" 0.0 40.0
2010:084:09:30:00.000 2010:084:22:30:00.000 46800.000 385896666.184 385943466.184 "instrument notify" -2.0 0.0
2010:084:22:30:00.000 2010:085:12:30:00.000 50400.000 385943466.184 385993866.184 "no action" 0.0 40.0
2010:085:12:30:00.000 2010:085:21:30:00.000 32400.000 385993866.184 386026266.184 "instrument notify" -2.0 0.0
2010:085:21:30:00.000 2010:086:14:30:00.000 61200.000 386026266.184 386087466.184 "no action" 0.0 40.0
2010:086:14:30:00.000 2010:086:19:30:00.000 18000.000 386087466.184 386105466.184 "instrument notify" -2.0 0.0
2010:086:19:30:00.000 2010:087:16:30:00.000 75600.000 386105466.184 386181066.184 "no action" 0.0 40.0
2010:087:16:30:00.000 2010:087:17:30:00.000 3600.000 386181066.184 386184666.184 "instrument notify" -2.0 0.0
2010:087:17:30:00.000 2012:007:03:30:00.000 56109600.000 386184666.184 442294266.184 "no action" 0.0 40.0
2012:007:03:30:00.000 2012:007:05:30:00.000 7200.000 442294266.184 442301466.184 "instrument notify" -2.0 0.0
2012:007:05:30:00.000 2012:008:02:30:00.000 75600.000 442301466.184 442377066.184 "no action" 0.0 40.0
2012:008:02:30:00.000 2012:008:09:30:00.000 25200.000 442377066.184 442402266.184 "instrument notify" -2.0 0.0
2012:008:09:30:00.000 2012:008:10:30:00.000 3600.000 442402266.184 442405866.184 "no action" 0.0 40.0
2012:008:10:30:00.000 2012:008:11:30:00.000 3600.000 442405866.184 442409466.184 "instrument notify" -2.0 0.0
2012:008:11:30:00.000 2012:009:02:30:00.000 54000.000 442409466.184 442463466.184 "no action" 0.0 40.0
2012:009:02:30:00.000 2012:009:13:30:00.000 39600.000 442463466.184 442503066.184 "instrument notify" -2.0 0.0
2012:009:13:30:00.000 2012:010:00:30:00.000 39600.000 442503066.184 442542666.184 "no action" 0.0 40.0
2012:010:00:30:00.000 2012:010:15:30:00.000 54000.000 442542666.184 442596666.184 "instrument notify" -2.0 0.0
2012:010:15:30:00.000 2012:010:17:30:00.000 7200.000 442596666.184 442603866.184 "no action" 0.0 40.0
2012:010:17:30:00.000 2012:010:18:30:00.000 3600.000 442603866.184 442607466.184 "instrument notify" -2.0 0.0
2012:010:18:30:00.000 2012:010:20:30:00.000 7200.000 442607466.184 442614666.184 "no action" 0.0 40.0
2012:010:20:30:00.000 2012:010:23:30:00.000 10800.000 442614666.184 442625466.184 "instrument notify" -2.0 0.0
2012:010:23:30:00.000 2012:011:00:30:00.000 3600.000 442625466.184 442629066.184 "no action" 0.0 40.0
2012:011:00:30:00.000 2012:122:13:30:00.000 9637200.000 442629066.184 452266266.184 "instrument notify" -2.0 0.0
2012:122:13:30:00.000 2012:122:14:30:00.000 3600.000 452266266.184 452269866.184 "no action" 0.0 40.0
2012:122:14:30:00.000 2012:122:20:30:00.000 21600.000 452269866.184 452291466.184 "instrument notify" -2.0 0.0
2012:122:20:30:00.000 2012:122:21:30:00.000 3600.000 452291466.184 452295066.184 "no action" 0.0 40.0
2012:122:21:30:00.000 2012:123:13:30:00.000 57600.000 452295066.184 452352666.184 "instrument notify" -2.0 0.0
2012:123:13:30:00.000 2012:123:15:30:00.000 7200.000 452352666.184 452359866.184 "no action" 0.0 40.0
2012:123:15:30:00.000 2012:123:16:30:00.000 3600.000 452359866.184 452363466.184 "instrument notify" -2.0 0.0
2012:123:16:30:00.000 2012:123:17:30:00.000 3600.000 452363466.184 452367066.184 "no action" 0.0 40.0
2012:123:17:30:00.000 2012:123:19:30:00.000 7200.000 452367066.184 452374266.184 "instrument notify" -2.0 0.0
2012:123:19:30:00.000 2012:123:22:30:00.000 10800.000 452374266.184 452385066.184 "no action" 0.0 40.0
2012:123:22:30:00.000 2012:124:12:30:00.000 50400.000 452385066.184 452435466.184 "instrument notify" -2.0 0.0
2012:124:12:30:00.000 2012:125:01:30:00.000 46800.000 452435466.184 452482266.184 "no action" 0.0 40.0
2012:125:01:30:00.000 2012:125:11:30:00.000 36000.000 452482266.184 452518266.184 "instrument notify" -2.0 0.0
2012:125:11:30:00.000 2012:126:03:30:00.000 57600.000 452518266.184 452575866.184 "no action" 0.0 40.0
2012:126:03:30:00.000 2012:126:10:30:00.000 25200.000 452575866.184 452601066.184 "instrument notify" -2.0 0.0
2012:126:10:30:00.000 2012:126:11:30:00.000 3600.000 452601066.184 452604666.184 "no action" 0.0 40.0
2012:126:11:30:00.000 2012:126:12:30:00.000 3600.000 452604666.184 452608266.184 "instrument notify" -2.0 0.0
2012:126:12:30:00.000 2012:127:04:30:00.000 57600.000 452608266.184 452665866.184 "no action" 0.0 40.0
2012:127:04:30:00.000 2012:127:08:30:00.000 14400.000 452665866.184 452680266.184 "instrument notify" -2.0 0.0
2012:127:08:30:00.000 2012:128:06:30:00.000 79200.000 452680266.184 452759466.184 "no action" 0.0 40.0
2012:128:06:30:00.000 2012:128:07:30:00.000 3600.000 452759466.184 452763066.184 "instrument notify" -2.0 0.0
2012:128:07:30:00.000 2014:039:12:30:00.000 55486801.000 452763066.184 508249867.184 "no action" 0.0 40.0
2014:039:12:30:00.000 2014:039:17:30:00.000 18000.000 508249867.184 508267867.184 "instrument notify" -2.0 0.0
2014:039:17:30:00.000 2014:039:19:30:00.000 7200.000 508267867.184 508275067.184 "no action" 0.0 40.0
2014:039:19:30:00.000 2014:039:20:30:00.000 3600.000 508275067.184 508278667.184 "instrument notify" -2.0 0.0
2014:039:20:30:00.000 2014:040:12:30:00.000 57600.000 508278667.184 508336267.184 "no action" 0.0 40.0
2014:040:12:30:00.000 2014:040:21:30:00.000 32400.000 508336267.184 508368667.184 "instrument notify" -2.0 0.0
2014:040:21:30:00.000 2014:041:11:30:00.000 50400.000 508368667.184 508419067.184 "no action" 0.0 40.0
2014:041:11:30:00.000 2014:042:00:30:00.000 46800.000 508419067.184 508465867.184 "instrument notify" -2.0 0.0
2014:042:00:30:00.000 2014:042:05:30:00.000 18000.000 508465867.184 508483867.184 "no action" 0.0 40.0
2014:042:05:30:00.000 2014:042:07:30:00.000 7200.000 508483867.184 508491067.184 "instrument notify" -2.0 0.0
2014:042:07:30:00.000 2014:042:09:30:00.000 7200.000 508491067.184 508498267.184 "no action" 0.0 40.0
2014:042:09:30:00.000 2014:178:14:30:00.000 11768400.000 508498267.184 520266667.184 "instrument notify" -2.0 0.0
2014:178:14:30:00.000 2014:178:15:30:00.000 3600.000 520266667.184 520270267.184 "no action" 0.0 40.0
2014:178:15:30:00.000 2014:178:16:30:00.000 3600.000 520270267.184 520273867.184 "instrument notify" -2.0 0.0
2014:178:16:30:00.000 2014:178:18:30:00.000 7200.000 520273867.184 520281067.184 "no action" 0.0 40.0
2014:178:18:30:00.000 2014:178:20:30:00.000 7200.000 520281067.184 520288267.184 "instrument notify" -2.0 0.0
2014:178:20:30:00.000 2014:178:22:30:00.000 7200.000 520288267.184 520295467.184 "no action" 0.0 40.0
2014:178:22:30:00.000 2014:179:14:30:00.000 57600.000 520295467.184 520353067.184 "instrument notify" -2.0 0.0
2014:179:14:30:00.000 2014:180:00:30:00.000 36000.000 520353067.184 520389067.184 "no action" 0.0 40.0
2014:180:00:30:00.000 2014:180:13:30:00.000 46800.000 520389067.184 520435867.184 "instrument notify" -2.0 0.0
2014:180:13:30:00.000 2014:181:02:30:00.000 46800.000 520435867.184 520482667.184 "no action" 0.0 40.0
2014:181:02:30:00.000 2014:181:13:30:00.000 39600.000 520482667.184 520522267.184 "instrument notify" -2.0 0.0
2014:181:13:30:00.000 2014:182:03:30:00.000 50400.000 520522267.184 520572667.184 "no action" 0.0 40.0
2014:182:03:30:00.000 2014:182:13:30:00.000 36000.000 520572667.184 520608667.184 "instrument notify" -2.0 0.0
2014:182:13:30:00.000 2014:183:05:30:00.000 57600.000 520608667.184 520666267.184 "no action" 0.0 40.0
2014:183:05:30:00.000 2014:183:12:30:00.000 25200.000 520666267.184 520691467.184 "instrument notify" -2.0 0.0
2014:183:12:30:00.000 2014:184:06:30:00.000 64800.000 520691467.184 520756267.184 "no action" 0.0 40.0
2014:184:06:30:00.000 2014:184:10:30:00.000 14400.000 520756267.184 520770667.184 "instrument notify" -2.0 0.0
2014:184:10:30:00.000 2014:185:08:30:00.000 79200.000 520770667.184 520849867.184 "no action" 0.0 40.0
2014:185:08:30:00.000 2014:185:09:30:00.000 3600.000 520849867.184 520853467.184 "instrument notify" -2.0 0.0
2014:185:09:30:00.000 2016:068:20:30:00.000 53002801.000 520853467.184 573856268.184 "no action" 0.0 40.0
2016:068:20:30:00.000 2016:068:23:30:00.000 10800.000 573856268.184 573867068.184 "instrument notify" -2.0 0.0
2016:068:23:30:00.000 2016:069:20:30:00.000 75600.000 573867068.184 573942668.184 "no action" 0.0 40.0
2016:069:20:30:00.000 2016:070:04:30:00.000 28800.000 573942668.184 573971468.184 "instrument notify" -2.0 0.0
2016:070:04:30:00.000 2016:070:19:30:00.000 54000.000 573971468.184 574025468.184 "no action" 0.0 40.0
2016:070:19:30:00.000 2016:071:07:30:00.000 43200.000 574025468.184 574068668.184 "instrument notify" -2.0 0.0
2016:071:07:30:00.000 2016:071:17:30:00.000 36000.000 574068668.184 574104668.184 "no action" 0.0 40.0
2016:071:17:30:00.000 2016:072:09:30:00.000 57600.000 574104668.184 574162268.184 "instrument notify" -2.0 0.0
2016:072:09:30:00.000 2016:072:10:30:00.000 3600.000 574162268.184 574165868.184 "no action" 0.0 40.0
2016:072:10:30:00.000 2016:072:12:30:00.000 7200.000 574165868.184 574173068.184 "instrument notify" -2.0 0.0
2016:072:12:30:00.000 2016:072:13:30:00.000 3600.000 574173068.184 574176668.184 "no action" 0.0 40.0
2016:072:13:30:00.000 2016:136:15:30:00.000 5536800.000 574176668.184 579713468.184 "instrument notify" -2.0 0.0
2016:136:15:30:00.000 2016:136:17:30:00.000 7200.000 579713468.184 579720668.184 "partial mitigation" -2.9 -2.0
2016:136:17:30:00.000 2016:137:14:30:00.000 75600.000 579720668.184 579796268.184 "instrument notify" -2.0 0.0
2016:137:14:30:00.000 2016:137:22:30:00.000 28800.000 579796268.184 579825068.184 "partial mitigation" -2.9 -2.0
2016:137:22:30:00.000 2016:138:13:30:00.000 54000.000 579825068.184 579879068.184 "instrument notify" -2.0 0.0
2016:138:13:30:00.000 2016:139:02:30:00.000 46800.000 579879068.184 579925868.184 "partial mitigation" -2.9 -2.0
2016:139:02:30:00.000 2016:139:07:30:00.000 18000.000 579925868.184 579943868.184 "instrument notify" -2.0 0.0
2016:139:07:30:00.000 2016:139:08:30:00.000 3600.000 579943868.184 579947468.184 "partial mitigation" -2.9 -2.0
2016:139:08:30:00.000 2016:139:11:30:00.000 10800.000 579947468.184 579958268.184 "instrument notify" -2.0 0.0
2016:139:11:30:00.000 2016:151:10:30:00.000 1033200.000 579958268.184 580991468.184 "partial mitigation" -2.9 -2.0
2016:151:10:30:00.000 2016:151:11:30:00.000 3600.000 580991468.184 580995068.184 "instrument notify" -2.0 0.0
2016:151:11:30:00.000 2016:151:13:30:00.000 7200.000 580995068.184 581002268.184 "partial mitigation" -2.9 -2.0
2016:151:13:30:00.000 2016:151:14:30:00.000 3600.000 581002268.184 581005868.184 "instrument notify" -2.0 0.0
2016:151:14:30:00.000 2016:151:17:30:00.000 10800.000 581005868.184 581016668.184 "partial mitigation" -2.9 -2.0
2016:151:17:30:00.000 2016:151:19:30:00.000 7200.000 581016668.184 581023868.184 "instrument notify" -2.0 0.0
2016:151:19:30:00.000 2016:152:10:30:00.000 54000.000 581023868.184 581077868.184 "partial mitigation" -2.9 -2.0
2016:152:10:30:00.000 2016:152:20:30:00.000 36000.000 581077868.184 581113868.184 "instrument notify" -2.0 0.0
2016:152:20:30:00.000 2016:153:09:30:00.000 46800.000 581113868.184 581160668.184 "partial mitigation" -2.9 -2.0
2016:153:09:30:00.000 2016:153:23:30:00.000 50400.000 581160668.184 581211068.184 "instrument notify" -2.0 0.0
2016:153:23:30:00.000 2016:154:09:30:00.000 36000.000 581211068.184 581247068.184 "partial mitigation" -2.9 -2.0
2016:154:09:30:00.000 2016:155:01:30:00.000 57600.000 581247068.184 581304668.184 "instrument notify" -2.0 0.0
2016:155:01:30:00.000 2016:155:07:30:00.000 21600.000 581304668.184 581326268.184 "partial mitigation" -2.9 -2.0
2016:155:07:30:00.000 2016:155:08:30:00.000 3600.000 581326268.184 581329868.184 "instrument notify" -2.0 0.0
2016:155:08:30:00.000 2016:155:09:30:00.000 3600.000 581329868.184 581333468.184 "partial mitigation" -2.9 -2.0
2016:155:09:30:00.000 2016:156:03:30:00.000 64800.000 581333468.184 581398268.184 "instrument notify" -2.0 0.0
2016:156:03:30:00.000 2016:156:05:30:00.000 7200.000 581398268.184 581405468.184 "partial mitigation" -2.9 -2.0
2016:156:05:30:00.000 2016:274:19:30:00.000 10245600.000 581405468.184 591651068.184 "instrument notify" -2.0 0.0
2016:274:19:30:00.000 2016:274:20:30:00.000 3600.000 591651068.184 591654668.184 "no action" 0.0 40.0
2016:274:20:30:00.000 2016:275:17:30:00.000 75600.000 591654668.184 591730268.184 "instrument notify" -2.0 0.0
2016:275:17:30:00.000 2016:275:18:30:00.000 3600.000 591730268.184 591733868.184 "no action" 0.0 40.0
2016:275:18:30:00.000 2016:275:20:30:00.000 7200.000 591733868.184 591741068.184 "instrument notify" -2.0 0.0
2016:275:20:30:00.000 2016:275:21:30:00.000 3600.000 591741068.184 591744668.184 "no action" 0.0 40.0
2016:275:21:30:00.000 2016:275:23:30:00.000 7200.000 591744668.184 591751868.184 "instrument notify" -2.0 0.0
2016:275:23:30:00.000 2016:276:02:30:00.000 10800.000 591751868.184 591762668.184 "no action" 0.0 40.0
2016:276:02:30:00.000 2016:276:17:30:00.000 54000.000 591762668.184 591816668.184 "instrument notify" -2.0 0.0
2016:276:17:30:00.000 2016:277:03:30:00.000 36000.000 591816668.184 591852668.184 "no action" 0.0 40.0
2016:277:03:30:00.000 2016:277:17:30:00.000 50400.000 591852668.184 591903068.184 "instrument notify" -2.0 0.0
2016:277:17:30:00.000 2016:278:05:30:00.000 43200.000 591903068.184 591946268.184 "no action" 0.0 40.0
2016:278:05:30:00.000 2016:278:16:30:00.000 39600.000 591946268.184 591985868.184 "instrument notify" -2.0 0.0
2016:278:16:30:00.000 2016:279:06:30:00.000 50400.000 591985868.184 592036268.184 "no action" 0.0 40.0
2016:279:06:30:00.000 2016:279:16:30:00.000 36000.000 592036268.184 592072268.184 "instrument notify" -2.0 0.0
2016:279:16:30:00.000 2016:280:08:30:00.000 57600.000 592072268.184 592129868.184 "no action" 0.0 40.0
2016:280:08:30:00.000 2016:280:15:30:00.000 25200.000 592129868.184 592155068.184 "instrument notify" -2.0 0.0
2016:280:15:30:00.000 2016:280:16:30:00.000 3600.000 592155068.184 592158668.184 "no action" 0.0 40.0
2016:280:16:30:00.000 2016:280:17:30:00.000 3600.000 592158668.184 592162268.184 "instrument notify" -2.0 0.0
2016:280:17:30:00.000 2016:281:09:30:00.000 57600.000 592162268.184 592219868.184 "no action" 0.0 40.0
2016:281:09:30:00.000 2016:281:14:30:00.000 18000.000 592219868.184 592237868.184 "instrument notify" -2.0 0.0
2016:281:14:30:00.000 2016:282:11:30:00.000 75600.000 592237868.184 592313468.184 "no action" 0.0 40.0
2016:282:11:30:00.000 2016:282:13:30:00.000 7200.000 592313468.184 592320668.184 "instrument notify" -2.0 0.0
2016:282:13:30:00.000 2018:101:06:30:00.000 47494801.000 592320668.184 639815469.184 "no action" 0.0 40.0
2018:101:06:30:00.000 2018:101:09:30:00.000 10800.000 639815469.184 639826269.184 "instrument notify" -2.0 0.0
2018:101:09:30:00.000 2018:102:06:30:00.000 75600.000 639826269.184 639901869.184 "no action" 0.0 40.0
2018:102:06:30:00.000 2018:102:14:30:00.000 28800.000 639901869.184 639930669.184 "instrument notify" -2.0 0.0
2018:102:14:30:00.000 2018:103:05:30:00.000 54000.000 639930669.184 639984669.184 "no action" 0.0 40.0
2018:103:05:30:00.000 2018:103:16:30:00.000 39600.000 639984669.184 640024269.184 "instrument notify" -2.0 0.0
2018:103:16:30:00.000 2018:104:04:30:00.000 43200.000 640024269.184 640067469.184 "no action" 0.0 40.0
2018:104:04:30:00.000 2018:104:19:30:00.000 54000.000 640067469.184 640121469.184 "instrument notify" -2.0 0.0
2018:104:19:30:00.000 2018:104:23:30:00.000 14400.000 640121469.184 640135869.184 "no action" 0.0 40.0
2018:104:23:30:00.000 2018:105:01:30:00.000 7200.000 640135869.184 640143069.184 "instrument notify" -2.0 0.0
2018:105:01:30:00.000 2018:105:03:30:00.000 7200.000 640143069.184 640150269.184 "no action" 0.0 40.0
2018:105:03:30:00.000 2018:175:05:30:00.000 6055200.000 640150269.184 646205469.184 "instrument notify" -2.0 0.0
2018:175:05:30:00.000 2018:175:08:30:00.000 10800.000 646205469.184 646216269.184 "partial mitigation" -2.9 -2.0
2018:175:08:30:00.000 2018:176:04:30:00.000 72000.000 646216269.184 646288269.184 "instrument notify" -2.0 0.0
2018:176:04:30:00.000 2018:176:14:30:00.000 36000.000 646288269.184 646324269.184 "partial mitigation" -2.9 -2.0
2018:176:14:30:00.000 2018:177:02:30:00.000 43200.000 646324269.184 646367469.184 "instrument notify" -2.0 0.0
2018:177:02:30:00.000 2018:177:17:30:00.000 54000.000 646367469.184 646421469.184 "partial mitigation" -2.9 -2.0
2018:177:17:30:00.000 2018:177:19:30:00.000 7200.000 646421469.184 646428669.184 "instrument notify" -2.0 0.0
2018:177:19:30:00.000 2018:177:20:30:00.000 3600.000 646428669.184 646432269.184 "partial mitigation" -2.9 -2.0
2018:177:20:30:00.000 2018:177:21:30:00.000 3600.000 646432269.184 646435869.184 "instrument notify" -2.0 0.0
2018:177:21:30:00.000 2018:246:15:30:00.000 5940000.000 646435869.184 652375869.184 "partial mitigation" -2.9 -2.0
2018:246:15:30:00.000 2018:246:16:30:00.000 3600.000 652375869.184 652379469.184 "instrument notify" -2.0 0.0
2018:246:16:30:00.000 2018:246:19:30:00.000 10800.000 652379469.184 652390269.184 "partial mitigation" -2.9 -2.0
2018:246:19:30:00.000 2018:246:21:30:00.000 7200.000 652390269.184 652397469.184 "instrument notify" -2.0 0.0
2018:246:21:30:00.000 2018:247:11:30:00.000 50400.000 652397469.184 652447869.184 "partial mitigation" -2.9 -2.0
2018:247:11:30:00.000 2018:248:00:30:00.000 46800.000 652447869.184 652494669.184 "instrument notify" -2.0 0.0
2018:248:00:30:00.000 2018:248:10:30:00.000 36000.000 652494669.184 652530669.184 "partial mitigation" -2.9 -2.0
2018:248:10:30:00.000 2018:249:03:30:00.000 61200.000 652530669.184 652591869.184 "instrument notify" -2.0 0.0
2018:249:03:30:00.000 2018:249:06:30:00.000 10800.000 652591869.184 652602669.184 "partial mitigation" -2.9 -2.0
2018:249:06:30:00.000 2018:335:00:30:00.000 7408800.000 652602669.184 660011469.184 "instrument notify" -2.0 0.0
2018:335:00:30:00.000 2018:335:01:30:00.000 3600.000 660011469.184 660015069.184 "no action" 0.0 40.0
2018:335:01:30:00.000 2018:335:22:30:00.000 75600.000 660015069.184 660090669.184 "instrument notify" -2.0 0.0
2018:335:22:30:00.000 2018:335:23:30:00.000 3600.000 660090669.184 660094269.184 "no action" 0.0 40.0
2018:335:23:30:00.000 2018:336:01:30:00.000 7200.000 660094269.184 660101469.184 "instrument notify" -2.0 0.0
2018:336:01:30:00.000 2018:336:02:30:00.000 3600.000 660101469.184 660105069.184 "no action" 0.0 40.0
2018:336:02:30:00.000 2018:336:04:30:00.000 7200.000 660105069.184 660112269.184 "instrument notify" -2.0 0.0
2018:336:04:30:00.000 2018:336:06:30:00.000 7200.000 660112269.184 660119469.184 "no action" 0.0 40.0
2018:336:06:30:00.000 2018:336:22:30:00.000 57600.000 660119469.184 660177069.184 "instrument notify" -2.0 0.0
2018:336:22:30:00.000 2018:337:03:30:00.000 18000.000 660177069.184 660195069.184 "no action" 0.0 40.0
2018:337:03:30:00.000 2018:337:04:30:00.000 3600.000 660195069.184 660198669.184 "instrument notify" -2.0 0.0
2018:337:04:30:00.000 2018:337:08:30:00.000 14400.000 660198669.184 660213069.184 "no action" 0.0 40.0
2018:337:08:30:00.000 2018:337:22:30:00.000 50400.000 660213069.184 660263469.184 "instrument notify" -2.0 0.0
